description,original_price,discount,reviews,ratings,sale,soldout,product_price
Alladin Zecchino Men's Long Sleeve Shirt (Double pocket) - Black,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Beqss Chinese Collar Ankara Shirt Short Sleeved - Blue / Black Print,,,No reviews,0.00,,Available,"KSh6,600.00"
Beqss Collar Ankara Shirt Long Sleeved - Blue / Black Print,,,No reviews,0.00,,Available,"KSh6,890.00"
Satin Revolution Long Sleeved Button Up Men's Shirt - Black,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Satin Revolution Long Sleeved Men's Button Up Shirt - Maroon,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Satin Revolution Short Sleeved Men's Button Up Shirt - Navy Blue,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Miss Kerre Fashions Desibel 2129 Shirt - Black,"KSh4,000.00",43,No reviews,0.00,Sale,Available,"KSh4,000.00"
King's Collection Unisex Round Neck T-shirt - Dark Red,KSh850.00,15,No reviews,0.00,Sale,Available,KSh850.00
Ancestral House Two Piece - Blue,,,No reviews,0.00,,Available,"KSh18,000.00"
Miss Kerre Fashions Desibel Classic Short Sleeve SS - Grey,"KSh4,800.00",42,No reviews,0.00,Sale,Available,"KSh4,800.00"
Miss Kerre Fashions Owen SlimFit Shirt - Navy / White / SkyBlue,"KSh4,000.00",38,No reviews,0.00,Sale,Available,"KSh4,000.00"
Miss Kerre Fashions Garvallo SlimFit Stripped Shirts - Brown / White,"KSh4,500.00",38,No reviews,0.00,Sale,Available,"KSh4,500.00"
Miss Kerre Fashions Garvallo SlimFit Shirts - Multi,"KSh6,000.00",43,No reviews,0.00,Sale,Available,"KSh6,000.00"
Miss Kerre Fashions Garvallo SlimFit Shirts - Grey,"KSh6,000.00",43,No reviews,0.00,Sale,Available,"KSh6,000.00"
Miss Kerre Fashions Desibel Shirt - Maroon,"KSh6,000.00",37,No reviews,0.00,Sale,Available,"KSh6,000.00"
Miss Kerre Fashions S'Costa Shirts - SkyBlue,"KSh6,000.00",43,No reviews,0.00,Sale,Available,"KSh6,000.00"
Miss Kerre Fashions Desibel 502 Shirt - Navy Blue,"KSh3,000.00",37,No reviews,0.00,Sale,Available,"KSh3,000.00"
Miss Kerre Fashions Prada Milano T-shirts - Black / Red,"KSh6,000.00",35,No reviews,0.00,Sale,Available,"KSh6,000.00"
Lizzellis Mens Shirt Polka Dotted - Black,"KSh4,000.00",13,No reviews,0.00,Sale,Available,"KSh4,000.00"
Miss Kerre Fashions Garvallo SlimFit Print Shirts - White,"KSh6,000.00",43,No reviews,0.00,Sale,Available,"KSh6,000.00"
Zetu Men's Print Beach Shirt - Green / Blue,"KSh2,100.00",30,No reviews,0.00,,Sold out,"KSh2,100.00"
Zetu Men's 'Make Yourself...' T-Shirt - Grey,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Lizzellis Casual Short sleeved Printed Mens Shirt With Tiger Print - White,"KSh4,000.00",13,No reviews,0.00,Sale,Available,"KSh4,000.00"
Zetu Men's Plain Crewneck T-Shirt - White,"KSh1,600.00",30,No reviews,0.00,Sale,Available,"KSh1,600.00"
Zetu Men's Plain Crewneck T-Shirt - Black,"KSh1,600.00",30,No reviews,0.00,Sale,Available,"KSh1,600.00"
Zetu Men's Textured T-Shirt - Black,"KSh1,700.00",30,No reviews,0.00,Sale,Available,"KSh1,700.00"
Zetu Men's Textured T-Shirt - Grey,"KSh1,700.00",30,No reviews,0.00,Sale,Available,"KSh1,700.00"
Zetu Men's Textured T-Shirt - White,"KSh1,700.00",30,No reviews,0.00,Sale,Available,"KSh1,700.00"
Zetu Men's Diagonal Line Textured T-Shirt - Black,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Diagonal Lines Textured T-Shirt - White,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Diagonal Lines Textured T-Shirt - Grey,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Square Textured T-Shirt - Grey,"KSh2,100.00",30,1 review,5.00,Sale,Available,"KSh2,100.00"
Zetu Men's Square Textured T-Shirt - White,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Square Textured T-Shirt - Black,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Letter Textured Print T-Shirt - Black,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Letter Print T-Shirt - Grey,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Letter Print T-Shirt - White,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's 'Make Yourself...' T-Shirt - Beige,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's 'Make Yourself...' T-Shirt - Black,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's 'Make Yourself...' T-Shirt - White,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Polo Shirt with Stripe Detail - Teal,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Lizzellis Casual Short sleeved Rose Prints Mens Shirt - Grey,"KSh4,000.00",13,No reviews,0.00,Sale,Available,"KSh4,000.00"
Lizzellis Casual Short sleeved Partially Plaid Shirt -Blue,"KSh4,000.00",13,No reviews,0.00,Sale,Available,"KSh4,000.00"
Lizzellis Casual Short sleeved Autumn Leaves Prints Mens Shirt - Light Green,"KSh4,000.00",13,No reviews,0.00,Sale,Available,"KSh4,000.00"
Alladin Zecchino Men's Short Sleeve Shirt - Black,"KSh1,350.00",30,No reviews,0.00,Sale,Available,"KSh1,350.00"
Zetu Men's Respect Tie-dye T-shirt - Black/White,"KSh2,500.00",30,No reviews,0.00,Sale,Available,"KSh2,500.00"
Zetu Men's Respect Tie-dye T-shirt - Blue,"KSh2,500.00",30,No reviews,0.00,Sale,Available,"KSh2,500.00"
Zetu Men's Adrenaline T-shirt - White,"KSh2,500.00",30,No reviews,0.00,Sale,Available,"KSh2,500.00"
Zetu Men's Adrenaline T-shirt - Black,"KSh2,500.00",30,No reviews,0.00,Sale,Available,"KSh2,500.00"
Zetu Men's Adrenaline T-shirt - Maroon,"KSh2,500.00",30,No reviews,0.00,Sale,Available,"KSh2,500.00"
Zetu Men's Button Down Shirt - White,"KSh2,800.00",30,No reviews,0.00,,Sold out,"KSh2,800.00"
Zetu Men's Print Button Down Shirt - White,"KSh2,800.00",30,No reviews,0.00,Sale,Available,"KSh2,800.00"
Zetu Men's Koi Fish Print Button Down Shirt - White,"KSh2,600.00",30,No reviews,0.00,,Sold out,"KSh2,600.00"
Zetu Men's Newspaper Print Button Down Shirt - White,"KSh2,600.00",30,No reviews,0.00,Sale,Available,"KSh2,600.00"
Zetu Men's Polo Shirt - Navy,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt - White,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt - Black,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt - Maroon,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt with Stripe Detail - Maroon,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt with Stripe Detail - Navy,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt with Stripe Detail - Green,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Polo Shirt with Stripe Detail - Beige,"KSh2,300.00",30,No reviews,0.00,Sale,Available,"KSh2,300.00"
Zetu Men's Flower Print Shirt - Pink,"KSh2,100.00",30,No reviews,0.00,Sale,Available,"KSh2,100.00"
Zetu Men's Flower Print Shirt - Black,"KSh2,100.00",30,No reviews,0.00,,Sold out,"KSh2,100.00"
Vazi Afriq Tie & Dye Chinese Collar Shirt - Orange / Brown Print,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Vazi Afriq Tie & Dye Chinese Collar Shirt - Blue Print,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Vazi Afriq Tie & Dye Normal Collar Shirt - Black Print,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Vazi Afriq Tie & Dye Normal Collar Shirt - Blue Print,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Vazi Afriq Tie & Dye Normal Collar Shirt - Orange / Brown,"KSh4,500.00",44,No reviews,0.00,Sale,Available,"KSh4,500.00"
Zola Uzuntu Men's Shirt - Black,"KSh6,500.00",15,No reviews,0.00,Sale,Available,"KSh6,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Beige,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Olive green,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Dark Grey,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Dull Gold,"KSh1,500.00",30,1 review,4.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Short Sleeve Shirt - Orange,"KSh1,350.00",30,No reviews,0.00,,Sold out,"KSh1,350.00"
Alladin Zecchino Men's Short Sleeve Shirt - Grey,"KSh1,350.00",30,No reviews,0.00,Sale,Available,"KSh1,350.00"
Alladin Zecchino Men's Long Sleeve Shirt - Red,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Light Grey,"KSh1,500.00",30,1 review,5.00,Sale,Available,"KSh1,500.00"
Alladin Zecchino Men's Long Sleeve Shirt - Maroon,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Safari Men's Long Sleeve Shirt - Maroon Floral Print,"KSh3,950.00",10,No reviews,0.00,Sale,Available,"KSh3,950.00"
description,original_price,discount,reviews,ratings,sale,soldout,product_price
Alladin Zecchino Men's Long Sleeve Shirt (Double pocket) - Black,"KSh1,500.00",30,No reviews,0.00,Sale,Available,"KSh1,500.00"
Beqss Chinese Collar Ankara Shirt Short Sleeved - Blue / Black Print,,,No reviews,0.00,,Available,"KSh6,600.00"
Beqss Collar Ankara Shirt Long Sleeved - Blue / Black Print,,,No reviews,0.00,,Available,"KSh6,890.00"
Satin Revolution Long Sleeved Button Up Men's Shirt - Black,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Satin Revolution Long Sleeved Men's Button Up Shirt - Maroon,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Satin Revolution Short Sleeved Men's Button Up Shirt - Navy Blue,"KSh4,000.00",25,No reviews,0.00,Sale,Available,"KSh4,000.00"
Miss Kerre Fashions Desibel 2129 Shirt - Black,"KSh4,000.00",43,No reviews,0.00,Sale,Available,"KSh4,000.00"
King's Collection Unisex Round Neck T-shirt - Dark Red,KSh850.00,15,No reviews,0.00,Sale,Available,KSh850.00
